category,variable,component,metric,value
correlation,bob_polynomial_public_input,2-6,pearson_correlation,0.01626928795372824
correlation,bob_polynomial_public_input,2-7,pearson_correlation,0.017496803116405224
correlation,bob_polynomial_public_input,3-4,pearson_correlation,0.00901669201040516
correlation,bob_polynomial_public_input,3-5,pearson_correlation,0.006375661747207544
correlation,bob_polynomial_public_input,3-6,pearson_correlation,0.011992617145053043
correlation,bob_polynomial_public_input,3-7,pearson_correlation,-0.0004724097837402245
correlation,bob_polynomial_public_input,4-5,pearson_correlation,0.013428331633315749
correlation,bob_polynomial_public_input,4-6,pearson_correlation,0.019094872245958915
correlation,bob_polynomial_public_input,4-7,pearson_correlation,0.018521752528450276
correlation,bob_polynomial_public_input,5-6,pearson_correlation,0.007534103040109794
correlation,bob_polynomial_public_input,5-7,pearson_correlation,0.017527491462055046
correlation,bob_polynomial_public_input,6-7,pearson_correlation,0.007131855259590245
octonion,bob_polynomial_public_input,,maximum_absolute_pairwise_correlation,0.03170154878152135
octonion,bob_polynomial_public_input,,maximum_correlation_pair,a1-a3
octonion,bob_polynomial_public_input,,maximum_correlation_signed_value,0.03170154878152135
octonion,bob_polynomial_shifted_input,,null_octonion_count,0
octonion,bob_polynomial_shifted_input,,noninvertible_count,47
octonion,bob_polynomial_shifted_input,,noninvertible_rate,0.0047
component,bob_polynomial_shifted_input,0,samples,10000
component,bob_polynomial_shifted_input,0,mean,124.6296
component,bob_polynomial_shifted_input,0,distinct_values,251
component,bob_polynomial_shifted_input,0,entropy_bits,7.95232970723077
component,bob_polynomial_shifted_input,0,maximum_uniform_entropy_bits,7.971543553950772
component,bob_polynomial_shifted_input,0,chi_square_uniform,266.2514
component,bob_polynomial_shifted_input,0,chi_square_df,250
component,bob_polynomial_shifted_input,1,samples,10000
component,bob_polynomial_shifted_input,1,mean,126.2172
component,bob_polynomial_shifted_input,1,distinct_values,251
component,bob_polynomial_shifted_input,1,entropy_bits,7.949621072609615
component,bob_polynomial_shifted_input,1,maximum_uniform_entropy_bits,7.971543553950772
component,bob_polynomial_shifted_input,1,chi_square_uniform,313.2386
component,bob_polynomial_shifted_input,1,chi_square_df,250
component,bob_polynomial_shifted_input,2,samples,10000
component,bob_polynomial_shifted_input,2,mean,124.4585
component,bob_polynomial_shifted_input,2,distinct_values,251
component,bob_polynomial_shifted_input,2,entropy_bits,7.952277667647694
component,bob_polynomial_shifted_input,2,maximum_uniform_entropy_bits,7.971543553950772
component,bob_polynomial_shifted_input,2,chi_square_uniform,275.33759999999995
component,bob_polynomial_shifted_input,2,chi_square_df,250
component,bob_polynomial_shifted_input,3,samples,10000
component,bob_polynomial_shifted_input,3,mean,125.0471
component,bob_polynomial_shifted_input,3,distinct_values,251
component,bob_polynomial_shifted_input,3,entropy_bits,7.9519372124934335
component,bob_polynomial_shifted_input,3,maximum_uniform_entropy_bits,7.971543553950772
component,bob_polynomial_shifted_input,3,chi_square_uniform,282.66679999999985
component,bob_polynomial_shifted_input,3,chi_square_df,250
component,bob_polynomial_shifted_input,4,samples,10000
component,bob_polynomial_shifted_input,4,mean,124.3772
component,bob_polynomial_shifted_input,4,distinct_values,251
component,bob_polynomial_shifted_input,4,entropy_bits,7.952133893575357
component,bob_polynomial_shifted_input,4,maximum_uniform_entropy_bits,7.971543553950772
component,bob_polynomial_shifted_input,4,chi_square_uniform,275.38779999999997
component,bob_polynomial_shifted_input,4,chi_square_df,250
component,bob_polynomial_shifted_input,5,samples,10000
component,bob_polynomial_shifted_input,5,mean,124.0252
component,bob_polynomial_shifted_input,5,distinct_values,251
component,bob_polynomial_shifted_input,5,entropy_bits,7.951437247279252
component,bob_polynomial_shifted_input,5,maximum_uniform_entropy_bits,7.971543553950772
component,bob_polynomial_shifted_input,5,chi_square_uniform,286.1306000000001
component,bob_polynomial_shifted_input,5,chi_square_df,250
component,bob_polynomial_shifted_input,6,samples,10000
component,bob_polynomial_shifted_input,6,mean,124.1549
component,bob_polynomial_shifted_input,6,distinct_values,251
component,bob_polynomial_shifted_input,6,entropy_bits,7.949107414676297
component,bob_polynomial_shifted_input,6,maximum_uniform_entropy_bits,7.971543553950772
component,bob_polynomial_shifted_input,6,chi_square_uniform,312.3852
component,bob_polynomial_shifted_input,6,chi_square_df,250
component,bob_polynomial_shifted_input,7,samples,10000
component,bob_polynomial_shifted_input,7,mean,124.9715
component,bob_polynomial_shifted_input,7,distinct_values,251
component,bob_polynomial_shifted_input,7,entropy_bits,7.952743209382019
component,bob_polynomial_shifted_input,7,maximum_uniform_entropy_bits,7.971543553950772
component,bob_polynomial_shifted_input,7,chi_square_uniform,272.6268000000001
component,bob_polynomial_shifted_input,7,chi_square_df,250
octonion,bob_polynomial_shifted_input,,mean_component_entropy_bits,7.951448428111805
octonion,bob_polynomial_shifted_input,,minimum_component_entropy_bits,7.949107414676297
octonion,bob_polynomial_shifted_input,,maximum_component_entropy_bits,7.952743209382019
octonion,bob_polynomial_shifted_input,,mean_component_chi_square,285.5031
norm,bob_polynomial_shifted_input,,distinct_norm_values,251
norm,bob_polynomial_shifted_input,,mean,124.6785
norm,bob_polynomial_shifted_input,,entropy_bits,7.953574376311937
norm,bob_polynomial_shifted_input,,chi_square_uniform,247.82800000000006
norm,bob_polynomial_shifted_input,,chi_square_df,250
quadratic_character,bob_polynomial_shifted_input,-1,count,4891
quadratic_character,bob_polynomial_shifted_input,-1,rate,0.4891
quadratic_character,bob_polynomial_shifted_input,0,count,47
quadratic_character,bob_polynomial_shifted_input,0,rate,0.0047
quadratic_character,bob_polynomial_shifted_input,1,count,5062
quadratic_character,bob_polynomial_shifted_input,1,rate,0.5062
correlation,bob_polynomial_shifted_input,0-1,pearson_correlation,-0.01458059757496317
correlation,bob_polynomial_shifted_input,0-2,pearson_correlation,-0.0003558254921264215
correlation,bob_polynomial_shifted_input,0-3,pearson_correlation,-0.017695938386294525
correlation,bob_polynomial_shifted_input,0-4,pearson_correlation,-0.0006710569739991177
correlation,bob_polynomial_shifted_input,0-5,pearson_correlation,0.013443454597295065
correlation,bob_polynomial_shifted_input,0-6,pearson_correlation,-0.02033562430479185
correlation,bob_polynomial_shifted_input,0-7,pearson_correlation,-0.009139267300913972
correlation,bob_polynomial_shifted_input,1-2,pearson_correlation,0.0048637474795008
correlation,bob_polynomial_shifted_input,1-3,pearson_correlation,0.014154682967133726
correlation,bob_polynomial_shifted_input,1-4,pearson_correlation,-0.003883234746359736
correlation,bob_polynomial_shifted_input,1-5,pearson_correlation,0.026587126263587856
correlation,bob_polynomial_shifted_input,1-6,pearson_correlation,0.014590663617413095
correlation,bob_polynomial_shifted_input,1-7,pearson_correlation,0.011102396384115091
correlation,bob_polynomial_shifted_input,2-3,pearson_correlation,-0.001951908623910607
correlation,bob_polynomial_shifted_input,2-4,pearson_correlation,0.01003279259816517
correlation,bob_polynomial_shifted_input,2-5,pearson_correlation,0.004470190934899033
correlation,bob_polynomial_shifted_input,2-6,pearson_correlation,0.024675711278540378
correlation,bob_polynomial_shifted_input,2-7,pearson_correlation,0.010499869405027869
correlation,bob_polynomial_shifted_input,3-4,pearson_correlation,0.006489688598785505
correlation,bob_polynomial_shifted_input,3-5,pearson_correlation,0.01148181137047502
correlation,bob_polynomial_shifted_input,3-6,pearson_correlation,0.011390527570412035
correlation,bob_polynomial_shifted_input,3-7,pearson_correlation,0.007971353727741343
correlation,bob_polynomial_shifted_input,4-5,pearson_correlation,0.006230055521701996
correlation,bob_polynomial_shifted_input,4-6,pearson_correlation,0.026645471157339458
correlation,bob_polynomial_shifted_input,4-7,pearson_correlation,0.01389050612054311
correlation,bob_polynomial_shifted_input,5-6,pearson_correlation,0.01783442381425358
correlation,bob_polynomial_shifted_input,5-7,pearson_correlation,-0.0036741903598394485
correlation,bob_polynomial_shifted_input,6-7,pearson_correlation,0.009682169994013366
octonion,bob_polynomial_shifted_input,,maximum_absolute_pairwise_correlation,0.026645471157339458
octonion,bob_polynomial_shifted_input,,maximum_correlation_pair,a4-a6
octonion,bob_polynomial_shifted_input,,maximum_correlation_signed_value,0.026645471157339458
octonion,alice_power_public_input,,null_octonion_count,0
octonion,alice_power_public_input,,noninvertible_count,41
octonion,alice_power_public_input,,noninvertible_rate,0.0041
component,alice_power_public_input,0,samples,10000
component,alice_power_public_input,0,mean,123.5691
component,alice_power_public_input,0,distinct_values,251
component,alice_power_public_input,0,entropy_bits,7.942129165981366
component,alice_power_public_input,0,maximum_uniform_entropy_bits,7.971543553950772
component,alice_power_public_input,0,chi_square_uniform,476.0874000000003
component,alice_power_public_input,0,chi_square_df,250
component,alice_power_public_input,1,samples,10000
component,alice_power_public_input,1,mean,121.7586
component,alice_power_public_input,1,distinct_values,251
component,alice_power_public_input,1,entropy_bits,7.9107740454920314
component,alice_power_public_input,1,maximum_uniform_entropy_bits,7.971543553950772
component,alice_power_public_input,1,chi_square_uniform,1704.1802000000012
component,alice_power_public_input,1,chi_square_df,250
component,alice_power_public_input,2,samples,10000
component,alice_power_public_input,2,mean,122.2398
component,alice_power_public_input,2,distinct_values,251
component,alice_power_public_input,2,entropy_bits,7.905600050904422
component,alice_power_public_input,2,maximum_uniform_entropy_bits,7.971543553950772
component,alice_power_public_input,2,chi_square_uniform,1748.6071999999997
component,alice_power_public_input,2,chi_square_df,250
component,alice_power_public_input,3,samples,10000
component,alice_power_public_input,3,mean,122.8948
component,alice_power_public_input,3,distinct_values,251
component,alice_power_public_input,3,entropy_bits,7.909803744372601
component,alice_power_public_input,3,maximum_uniform_entropy_bits,7.971543553950772
component,alice_power_public_input,3,chi_square_uniform,1711.358799999998
component,alice_power_public_input,3,chi_square_df,250
component,alice_power_public_input,4,samples,10000
component,alice_power_public_input,4,mean,122.0958
component,alice_power_public_input,4,distinct_values,251
component,alice_power_public_input,4,entropy_bits,7.912812608969415
component,alice_power_public_input,4,maximum_uniform_entropy_bits,7.971543553950772
component,alice_power_public_input,4,chi_square_uniform,1523.5104
component,alice_power_public_input,4,chi_square_df,250
component,alice_power_public_input,5,samples,10000
component,alice_power_public_input,5,mean,123.3099
component,alice_power_public_input,5,distinct_values,251
component,alice_power_public_input,5,entropy_bits,7.909603080173729
component,alice_power_public_input,5,maximum_uniform_entropy_bits,7.971543553950772
component,alice_power_public_input,5,chi_square_uniform,1615.9788000000008
component,alice_power_public_input,5,chi_square_df,250
component,alice_power_public_input,6,samples,10000
component,alice_power_public_input,6,mean,121.7434
component,alice_power_public_input,6,distinct_values,251
component,alice_power_public_input,6,entropy_bits,7.9100398968454195
component,alice_power_public_input,6,maximum_uniform_entropy_bits,7.971543553950772
component,alice_power_public_input,6,chi_square_uniform,1650.7171999999991
component,alice_power_public_input,6,chi_square_df,250
component,alice_power_public_input,7,samples,10000
component,alice_power_public_input,7,mean,121.2873
component,alice_power_public_input,7,distinct_values,251
component,alice_power_public_input,7,entropy_bits,7.90857936162228
component,alice_power_public_input,7,maximum_uniform_entropy_bits,7.971543553950772
component,alice_power_public_input,7,chi_square_uniform,1700.565800000002
component,alice_power_public_input,7,chi_square_df,250
octonion,alice_power_public_input,,mean_component_entropy_bits,7.913667744295158
octonion,alice_power_public_input,,minimum_component_entropy_bits,7.905600050904422
octonion,alice_power_public_input,,maximum_component_entropy_bits,7.942129165981366
octonion,alice_power_public_input,,mean_component_chi_square,1516.375725
norm,alice_power_public_input,,distinct_norm_values,251
norm,alice_power_public_input,,mean,120.2213
norm,alice_power_public_input,,entropy_bits,7.655593758855715
norm,alice_power_public_input,,chi_square_uniform,5131.434599999997
norm,alice_power_public_input,,chi_square_df,250
quadratic_character,alice_power_public_input,-1,count,2509
quadratic_character,alice_power_public_input,-1,rate,0.2509
quadratic_character,alice_power_public_input,0,count,41
quadratic_character,alice_power_public_input,0,rate,0.0041
quadratic_character,alice_power_public_input,1,count,7450
quadratic_character,alice_power_public_input,1,rate,0.745
correlation,alice_power_public_input,0-1,pearson_correlation,0.0029988923510299637
correlation,alice_power_public_input,0-2,pearson_correlation,-0.004754129217274456
correlation,alice_power_public_input,0-3,pearson_correlation,0.008136493491786072
correlation,alice_power_public_input,0-4,pearson_correlation,0.0098611108909943
correlation,alice_power_public_input,0-5,pearson_correlation,0.0002101388157576221
correlation,alice_power_public_input,0-6,pearson_correlation,0.007791265525554772
correlation,alice_power_public_input,0-7,pearson_correlation,0.005148676690013952
correlation,alice_power_public_input,1-2,pearson_correlation,0.05395482872545917
correlation,alice_power_public_input,1-3,pearson_correlation,0.07391003995282268
correlation,alice_power_public_input,1-4,pearson_correlation,0.0673304713655283
correlation,alice_power_public_input,1-5,pearson_correlation,0.052814982996078924
correlation,alice_power_public_input,1-6,pearson_correlation,0.05327443843668192
correlation,alice_power_public_input,1-7,pearson_correlation,0.05640831075330832
correlation,alice_power_public_input,2-3,pearson_correlation,0.04804838200634712
correlation,alice_power_public_input,2-4,pearson_correlation,0.0517406059526465
correlation,alice_power_public_input,2-5,pearson_correlation,0.06743327988750965
correlation,alice_power_public_input,2-6,pearson_correlation,0.06843452916250015
correlation,alice_power_public_input,2-7,pearson_correlation,0.03769912144424993
correlation,alice_power_public_input,3-4,pearson_correlation,0.061595722921865485
correlation,alice_power_public_input,3-5,pearson_correlation,0.06736024632966334
correlation,alice_power_public_input,3-6,pearson_correlation,0.05348124123084938
correlation,alice_power_public_input,3-7,pearson_correlation,0.05704232413544996
correlation,alice_power_public_input,4-5,pearson_correlation,0.0679444404245308
correlation,alice_power_public_input,4-6,pearson_correlation,0.059804877824788064
correlation,alice_power_public_input,4-7,pearson_correlation,0.0598858892123419
correlation,alice_power_public_input,5-6,pearson_correlation,0.0750757436552339
correlation,alice_power_public_input,5-7,pearson_correlation,0.055053200087683524
correlation,alice_power_public_input,6-7,pearson_correlation,0.07853374707143063
octonion,alice_power_public_input,,maximum_absolute_pairwise_correlation,0.07853374707143063
octonion,alice_power_public_input,,maximum_correlation_pair,a6-a7
octonion,alice_power_public_input,,maximum_correlation_signed_value,0.07853374707143063
octonion,alice_power_shifted_input,,null_octonion_count,0
octonion,alice_power_shifted_input,,noninvertible_count,40
octonion,alice_power_shifted_input,,noninvertible_rate,0.004
component,alice_power_shifted_input,0,samples,10000
component,alice_power_shifted_input,0,mean,123.4045
component,alice_power_shifted_input,0,distinct_values,251
component,alice_power_shifted_input,0,entropy_bits,7.942758762727373
component,alice_power_shifted_input,0,maximum_uniform_entropy_bits,7.971543553950772
component,alice_power_shifted_input,0,chi_square_uniform,445.16420000000045
component,alice_power_shifted_input,0,chi_square_df,250
component,alice_power_shifted_input,1,samples,10000
component,alice_power_shifted_input,1,mean,121.3005
component,alice_power_shifted_input,1,distinct_values,251
component,alice_power_shifted_input,1,entropy_bits,7.8986298975648745
component,alice_power_shifted_input,1,maximum_uniform_entropy_bits,7.971543553950772
component,alice_power_shifted_input,1,chi_square_uniform,2081.1822000000016
component,alice_power_shifted_input,1,chi_square_df,250
component,alice_power_shifted_input,2,samples,10000
component,alice_power_shifted_input,2,mean,121.6518
component,alice_power_shifted_input,2,distinct_values,251
component,alice_power_shifted_input,2,entropy_bits,7.902338131386961
component,alice_power_shifted_input,2,maximum_uniform_entropy_bits,7.971543553950772
component,alice_power_shifted_input,2,chi_square_uniform,2017.8799999999992
component,alice_power_shifted_input,2,chi_square_df,250
component,alice_power_shifted_input,3,samples,10000
component,alice_power_shifted_input,3,mean,121.7972
component,alice_power_shifted_input,3,distinct_values,251
component,alice_power_shifted_input,3,entropy_bits,7.904474354793756
component,alice_power_shifted_input,3,maximum_uniform_entropy_bits,7.971543553950772
component,alice_power_shifted_input,3,chi_square_uniform,1925.712800000001
component,alice_power_shifted_input,3,chi_square_df,250
component,alice_power_shifted_input,4,samples,10000
component,alice_power_shifted_input,4,mean,121.7388
component,alice_power_shifted_input,4,distinct_values,251
component,alice_power_shifted_input,4,entropy_bits,7.90089828636291
component,alice_power_shifted_input,4,maximum_uniform_entropy_bits,7.971543553950772
component,alice_power_shifted_input,4,chi_square_uniform,2035.0985999999996
component,alice_power_shifted_input,4,chi_square_df,250
component,alice_power_shifted_input,5,samples,10000
component,alice_power_shifted_input,5,mean,121.1962
component,alice_power_shifted_input,5,distinct_values,251
component,alice_power_shifted_input,5,entropy_bits,7.900976298264274
component,alice_power_shifted_input,5,maximum_uniform_entropy_bits,7.971543553950772
component,alice_power_shifted_input,5,chi_square_uniform,1969.8887999999984
component,alice_power_shifted_input,5,chi_square_df,250
component,alice_power_shifted_input,6,samples,10000
component,alice_power_shifted_input,6,mean,121.895
component,alice_power_shifted_input,6,distinct_values,251
component,alice_power_shifted_input,6,entropy_bits,7.899801029157265
component,alice_power_shifted_input,6,maximum_uniform_entropy_bits,7.971543553950772
component,alice_power_shifted_input,6,chi_square_uniform,2096.593600000001
component,alice_power_shifted_input,6,chi_square_df,250
component,alice_power_shifted_input,7,samples,10000
component,alice_power_shifted_input,7,mean,121.2773
component,alice_power_shifted_input,7,distinct_values,251
component,alice_power_shifted_input,7,entropy_bits,7.90023990818867
component,alice_power_shifted_input,7,maximum_uniform_entropy_bits,7.971543553950772
component,alice_power_shifted_input,7,chi_square_uniform,2069.0840000000007
component,alice_power_shifted_input,7,chi_square_df,250
octonion,alice_power_shifted_input,,mean_component_entropy_bits,7.90626458355576
octonion,alice_power_shifted_input,,minimum_component_entropy_bits,7.8986298975648745
octonion,alice_power_shifted_input,,maximum_component_entropy_bits,7.942758762727373
octonion,alice_power_shifted_input,,mean_component_chi_square,1830.0755250000002
norm,alice_power_shifted_input,,distinct_norm_values,251
norm,alice_power_shifted_input,,mean,120.4662
norm,alice_power_shifted_input,,entropy_bits,7.655847953558681
norm,alice_power_shifted_input,,chi_square_uniform,5187.056200000001
norm,alice_power_shifted_input,,chi_square_df,250
quadratic_character,alice_power_shifted_input,-1,count,2478
quadratic_character,alice_power_shifted_input,-1,rate,0.2478
quadratic_character,alice_power_shifted_input,0,count,40
quadratic_character,alice_power_shifted_input,0,rate,0.004
quadratic_character,alice_power_shifted_input,1,count,7482
quadratic_character,alice_power_shifted_input,1,rate,0.7482
correlation,alice_power_shifted_input,0-1,pearson_correlation,0.005982231806567934
correlation,alice_power_shifted_input,0-2,pearson_correlation,0.017517264246001266
correlation,alice_power_shifted_input,0-3,pearson_correlation,-0.004441863771012483
correlation,alice_power_shifted_input,0-4,pearson_correlation,0.014436272708623328
correlation,alice_power_shifted_input,0-5,pearson_correlation,0.00756608482075095
correlation,alice_power_shifted_input,0-6,pearson_correlation,0.001522577217019366
correlation,alice_power_shifted_input,0-7,pearson_correlation,-0.0019181129115825467
correlation,alice_power_shifted_input,1-2,pearson_correlation,0.07409471842999468
correlation,alice_power_shifted_input,1-3,pearson_correlation,0.07856611242849527
correlation,alice_power_shifted_input,1-4,pearson_correlation,0.09124195532343565
correlation,alice_power_shifted_input,1-5,pearson_correlation,0.07557405874300295
correlation,alice_power_shifted_input,1-6,pearson_correlation,0.07529829037413494
correlation,alice_power_shifted_input,1-7,pearson_correlation,0.05847972366311863
correlation,alice_power_shifted_input,2-3,pearson_correlation,0.07772957125368495
correlation,alice_power_shifted_input,2-4,pearson_correlation,0.07667290221544425
correlation,alice_power_shifted_input,2-5,pearson_correlation,0.07928438786889713
correlation,alice_power_shifted_input,2-6,pearson_correlation,0.0843325979077625
correlation,alice_power_shifted_input,2-7,pearson_correlation,0.06166777687855081
correlation,alice_power_shifted_input,3-4,pearson_correlation,0.08939146069605819
correlation,alice_power_shifted_input,3-5,pearson_correlation,0.07709169837812971
correlation,alice_power_shifted_input,3-6,pearson_correlation,0.07867433604316917
correlation,alice_power_shifted_input,3-7,pearson_correlation,0.07591263010408845
correlation,alice_power_shifted_input,4-5,pearson_correlation,0.08525182600076386
correlation,alice_power_shifted_input,4-6,pearson_correlation,0.0609710522883924
correlation,alice_power_shifted_input,4-7,pearson_correlation,0.07181375817103541
correlation,alice_power_shifted_input,5-6,pearson_correlation,0.07504442820003092
correlation,alice_power_shifted_input,5-7,pearson_correlation,0.08305386123138397
correlation,alice_power_shifted_input,6-7,pearson_correlation,0.06877440980164533
octonion,alice_power_shifted_input,,maximum_absolute_pairwise_correlation,0.09124195532343565
octonion,alice_power_shifted_input,,maximum_correlation_pair,a1-a4
octonion,alice_power_shifted_input,,maximum_correlation_signed_value,0.09124195532343565
octonion,bob_power_public_input,,null_octonion_count,0
octonion,bob_power_public_input,,noninvertible_count,40
octonion,bob_power_public_input,,noninvertible_rate,0.004
component,bob_power_public_input,0,samples,10000
component,bob_power_public_input,0,mean,124.8489
component,bob_power_public_input,0,distinct_values,251
component,bob_power_public_input,0,entropy_bits,7.943515471274543
component,bob_power_public_input,0,maximum_uniform_entropy_bits,7.971543553950772
component,bob_power_public_input,0,chi_square_uniform,423.77900000000005
component,bob_power_public_input,0,chi_square_df,250
component,bob_power_public_input,1,samples,10000
component,bob_power_public_input,1,mean,121.5138
component,bob_power_public_input,1,distinct_values,251
component,bob_power_public_input,1,entropy_bits,7.901045363567882
component,bob_power_public_input,1,maximum_uniform_entropy_bits,7.971543553950772
component,bob_power_public_input,1,chi_square_uniform,1996.5951999999988
component,bob_power_public_input,1,chi_square_df,250
component,bob_power_public_input,2,samples,10000
component,bob_power_public_input,2,mean,120.7693
component,bob_power_public_input,2,distinct_values,251
component,bob_power_public_input,2,entropy_bits,7.901031918819363
component,bob_power_public_input,2,maximum_uniform_entropy_bits,7.971543553950772
component,bob_power_public_input,2,chi_square_uniform,1966.3246000000015
component,bob_power_public_input,2,chi_square_df,250
component,bob_power_public_input,3,samples,10000
component,bob_power_public_input,3,mean,122.1837
component,bob_power_public_input,3,distinct_values,251
component,bob_power_public_input,3,entropy_bits,7.901463651114585
component,bob_power_public_input,3,maximum_uniform_entropy_bits,7.971543553950772
component,bob_power_public_input,3,chi_square_uniform,2007.8399999999992
component,bob_power_public_input,3,chi_square_df,250
component,bob_power_public_input,4,samples,10000
component,bob_power_public_input,4,mean,121.5143
component,bob_power_public_input,4,distinct_values,251
component,bob_power_public_input,4,entropy_bits,7.906238542123994
component,bob_power_public_input,4,maximum_uniform_entropy_bits,7.971543553950772
component,bob_power_public_input,4,chi_square_uniform,1792.0803999999976
component,bob_power_public_input,4,chi_square_df,250
component,bob_power_public_input,5,samples,10000
component,bob_power_public_input,5,mean,121.9302
component,bob_power_public_input,5,distinct_values,251
component,bob_power_public_input,5,entropy_bits,7.906269892022401
component,bob_power_public_input,5,maximum_uniform_entropy_bits,7.971543553950772
component,bob_power_public_input,5,chi_square_uniform,1827.571799999999
component,bob_power_public_input,5,chi_square_df,250
component,bob_power_public_input,6,samples,10000
component,bob_power_public_input,6,mean,123.8301
component,bob_power_public_input,6,distinct_values,251
component,bob_power_public_input,6,entropy_bits,7.905460258895171
component,bob_power_public_input,6,maximum_uniform_entropy_bits,7.971543553950772
component,bob_power_public_input,6,chi_square_uniform,1873.002799999999
component,bob_power_public_input,6,chi_square_df,250
component,bob_power_public_input,7,samples,10000
component,bob_power_public_input,7,mean,121.6071
component,bob_power_public_input,7,distinct_values,251
component,bob_power_public_input,7,entropy_bits,7.901566836156424
component,bob_power_public_input,7,maximum_uniform_entropy_bits,7.971543553950772
component,bob_power_public_input,7,chi_square_uniform,1972.5493999999992
component,bob_power_public_input,7,chi_square_df,250
octonion,bob_power_public_input,,mean_component_entropy_bits,7.908323991746795
octonion,bob_power_public_input,,minimum_component_entropy_bits,7.901031918819363
octonion,bob_power_public_input,,maximum_component_entropy_bits,7.943515471274543
octonion,bob_power_public_input,,mean_component_chi_square,1732.4678999999994
norm,bob_power_public_input,,distinct_norm_values,251
norm,bob_power_public_input,,mean,121.839
norm,bob_power_public_input,,entropy_bits,7.659280642490817
norm,bob_power_public_input,,chi_square_uniform,4998.354400000001
norm,bob_power_public_input,,chi_square_df,250
quadratic_character,bob_power_public_input,-1,count,2518
quadratic_character,bob_power_public_input,-1,rate,0.2518
quadratic_character,bob_power_public_input,0,count,40
quadratic_character,bob_power_public_input,0,rate,0.004
quadratic_character,bob_power_public_input,1,count,7442
quadratic_character,bob_power_public_input,1,rate,0.7442
correlation,bob_power_public_input,0-1,pearson_correlation,0.005185333838068946
correlation,bob_power_public_input,0-2,pearson_correlation,0.01627430544995004
correlation,bob_power_public_input,0-3,pearson_correlation,-0.009564287605609241
correlation,bob_power_public_input,0-4,pearson_correlation,0.0020428492586272657
correlation,bob_power_public_input,0-5,pearson_correlation,0.011798468316892389
correlation,bob_power_public_input,0-6,pearson_correlation,0.001983709828320546
correlation,bob_power_public_input,0-7,pearson_correlation,0.01495083474002533
correlation,bob_power_public_input,1-2,pearson_correlation,0.05686832556636724
correlation,bob_power_public_input,1-3,pearson_correlation,0.07116138180700189
correlation,bob_power_public_input,1-4,pearson_correlation,0.06753041072591594
correlation,bob_power_public_input,1-5,pearson_correlation,0.07223598331645367
correlation,bob_power_public_input,1-6,pearson_correlation,0.08764991792716134
correlation,bob_power_public_input,1-7,pearson_correlation,0.070557722642944
correlation,bob_power_public_input,2-3,pearson_correlation,0.0718686860215
correlation,bob_power_public_input,2-4,pearson_correlation,0.078438923857315
correlation,bob_power_public_input,2-5,pearson_correlation,0.06242127439767995
correlation,bob_power_public_input,2-6,pearson_correlation,0.0760047004879231
correlation,bob_power_public_input,2-7,pearson_correlation,0.06614517223963155
correlation,bob_power_public_input,3-4,pearson_correlation,0.07387962085937924
correlation,bob_power_public_input,3-5,pearson_correlation,0.06617512262395224
correlation,bob_power_public_input,3-6,pearson_correlation,0.08081365407643877
correlation,bob_power_public_input,3-7,pearson_correlation,0.0933416504948233
correlation,bob_power_public_input,4-5,pearson_correlation,0.060760499269534834
correlation,bob_power_public_input,4-6,pearson_correlation,0.0718533237966221
correlation,bob_power_public_input,4-7,pearson_correlation,0.05328767025813986
correlation,bob_power_public_input,5-6,pearson_correlation,0.06998013138076888
correlation,bob_power_public_input,5-7,pearson_correlation,0.09059270987382602
correlation,bob_power_public_input,6-7,pearson_correlation,0.08333104542681603
octonion,bob_power_public_input,,maximum_absolute_pairwise_correlation,0.0933416504948233
octonion,bob_power_public_input,,maximum_correlation_pair,a3-a7
octonion,bob_power_public_input,,maximum_correlation_signed_value,0.0933416504948233
octonion,bob_power_shifted_input,,null_octonion_count,0
octonion,bob_power_shifted_input,,noninvertible_count,47
octonion,bob_power_shifted_input,,noninvertible_rate,0.0047
component,bob_power_shifted_input,0,samples,10000
component,bob_power_shifted_input,0,mean,123.271
component,bob_power_shifted_input,0,distinct_values,251
component,bob_power_shifted_input,0,entropy_bits,7.9406539231005455
component,bob_power_shifted_input,0,maximum_uniform_entropy_bits,7.971543553950772
component,bob_power_shifted_input,0,chi_square_uniform,491.8502000000002
component,bob_power_shifted_input,0,chi_square_df,250
component,bob_power_shifted_input,1,samples,10000
component,bob_power_shifted_input,1,mean,122.4608
component,bob_power_shifted_input,1,distinct_values,251
component,bob_power_shifted_input,1,entropy_bits,7.903482084872981
component,bob_power_shifted_input,1,maximum_uniform_entropy_bits,7.971543553950772
component,bob_power_shifted_input,1,chi_square_uniform,1952.6702000000005
component,bob_power_shifted_input,1,chi_square_df,250
component,bob_power_shifted_input,2,samples,10000
component,bob_power_shifted_input,2,mean,122.1079
component,bob_power_shifted_input,2,distinct_values,251
component,bob_power_shifted_input,2,entropy_bits,7.902319116688313
component,bob_power_shifted_input,2,maximum_uniform_entropy_bits,7.971543553950772
component,bob_power_shifted_input,2,chi_square_uniform,1886.4062000000008
component,bob_power_shifted_input,2,chi_square_df,250
component,bob_power_shifted_input,3,samples,10000
component,bob_power_shifted_input,3,mean,122.223
component,bob_power_shifted_input,3,distinct_values,251
component,bob_power_shifted_input,3,entropy_bits,7.903671990084111
component,bob_power_shifted_input,3,maximum_uniform_entropy_bits,7.971543553950772
component,bob_power_shifted_input,3,chi_square_uniform,1969.7381999999982
